WKT,"name","abbrev","ne_id"
"POINT (171.281919370648 7.06811848557091)","Marshall Islands Int'l","MAJ","1159119881"
"POINT (113.57451294862 22.1576572529634)","Macau Int'l","MFM","1159119897"
"POINT (45.3036374186202 2.01635311214988)","Aden Adde Int'l","MGQ","1159119917"
"POINT (32.5741915194782 -25.924276711787)","Maputo Int'l","MPM","1159119939"
"POINT (57.6769860076636 -20.4317567793216)","Sir Seewoosagur Ramgoolam Int'l","MRU","1159119951"
"POINT (14.2828444340203 40.8780728843639)","Naples Int'l","NAP","1159119971"
"POINT (-17.0334398691538 20.9290523064387)","Nouadhibou Int'l","NDB","1159119989"
"POINT (121.461819388484 29.8208231906861)","Ningbo Lishe Int'l","NGB","1159120005"
"POINT (-15.9519259252201 18.0979231718174)","Nouakchott Int'l","NKC","1159120023"
"POINT (166.217232118699 -22.0136386248981)","La Tontouta Int'l","NOU","1159120041"
"POINT (-122.213261257863 37.7123036951691)","Oakland Int'l","OAK","1159120059"
"POINT (-117.592327651651 34.060191102066)","Ontario Int'l","ONT","1159120085"
"POINT (-8.49014199983817 51.8485405419923)","Cork","ORK","1159120103"
"POINT (100.285455851791 -0.786045714026273)","Minangkabau Int'l","PDG","1159120113"
"POINT (-25.6969882198711 37.7433316472933)","João Paulo II","PDL","1159120131"
"POINT (71.5188149912667 33.9914027889596)","Bacha Khan Int'l","PEW","1159120157"
"POINT (-4.61097163901068 55.5088918105142)","Glasgow Prestwick","PIK","1159120173"
"POINT (-55.7060793748573 -22.551786560876)","Ponta Porã Int'l","PMG","1159120193"
"POINT (175.62128328196 -40.3233178852055)","Palmerston N. Int'l","PMR","1159120211"
"POINT (158.203304490964 6.98130676512123)","Pohnpei Int'l","PNI","1159120225"
"POINT (-149.609757932429 -17.5594577659942)","Tahiti Faa'a Int'l","PPT","1159120243"
"POINT (10.4001343718056 43.6983224157664)","Pisa Galileo Galilei Int'l","PSA","1159120263"
"POINT (37.216065757542 19.5760636531968)","Port Sudan","PZU","1159120283"
"POINT (-23.4862019883587 14.9449889352832)","Praia Int'l","RAI","1159120301"
"POINT (-8.02460535907989 31.6022946597764)","Marrakech-Menara","RAK","1159120327"
"POINT (-159.798156308387 -21.2009821724632)","Rarotonga Int'l","RAR","1159120337"
"POINT (103.815780528112 13.4087969693538)","Siem Reap Int'l","REP","1159120355"
"POINT (-67.7530268462675 -53.7814746058316)","Hermes Quijada Int'l","RGA","1159120379"
"POINT (-69.3064711776731 -51.6116980855402)","Piloto Civil Norberto Fernandez Int'l","RGL","1159120391"
"POINT (-119.775283308105 39.5058499014703)","Reno-Tahoe Int'l","RNO","1159120419"
"POINT (134.532953466159 7.3644955361292)","Roman Tmetuchl Int'l","ROR","1159120439"
"POINT (-22.9440574079648 16.7347932693385)","Amilcar Cabral Int'l","SID","1159120457"
"POINT (18.3366185457127 43.8258872246797)","Sarajevo","SJJ","1159120469"
"POINT (-62.7142125047316 17.311125840442)","Robert L. Bradshaw Int'l","SKB","1159120495"
"POINT (-65.4784760437796 -24.8443742713315)","Martín Miguel de Güemes Int","SLA","1159120509"
"POINT (145.723694658638 15.1215167197664)","Saipan Int'l","SPN","1159120529"
"POINT (-65.2928631387847 -19.0139157924657)","Juana Azurduy de Padilla Int'l","SRE","1159120549"
"POINT (-63.1122760858602 18.042244021474)","Princess Juliana Int'l","SXM","1159120567"
"POINT (44.134782731062 13.6854970025574)","Ta'izz Int'l","TAI","1159120583"
"POINT (120.380685949061 36.2677578081039)","Qingdao Liuting Int'l","TAO","1159120599"
"POINT (151.842046037403 7.45761780288443)","Chuuk Int'l","TKK","1159120619"
"POINT (-5.91288087655914 35.7257656409274)","Tangier Ibn Battouta","TNG","1159120637"
"POINT (173.145990795301 1.3806686975383)","Bonriki Int'l","TRW","1159120657"
"POINT (71.4609441399936 51.0269352907712)","Astana Int'l","TSE","1159120673"
"POINT (117.352723159919 39.1294609909008)","Tianjin Binhai Int'l","TSN","1159120679"
"POINT (146.77067890477 -19.2561814376212)","Townsville","TSV","1159120709"
"POINT (-65.1081246236248 -26.8357310050714)","Teniente Gen. Benjamin Matienzo Int'l","TUC","1159120721"
"POINT (10.2176992447111 36.8474482177219)","Aeroport Tunis","TUN","1159120741"
"POINT (-110.937713232132 32.1203523441898)","Tucson Int'l","TUS","1159120761"
"POINT (106.762873994929 47.8525260966684)","Chinggis Khaan Int'l","ULN","1159120783"
"POINT (87.4671298487808 43.8983382193653)","Ürümqi Diwopu Int'l","URC","1159120799"
"POINT (168.319622739662 -17.7016990681781)","Bauerfield Int'l","VLI","1159120811"
"POINT (143.669102299698 -3.58022689444744)","Wewak Int'l","WWK","1159120821"
"POINT (4.19111982574289 48.7803946138566)","Châlons Vatry","XCR","1159120839"
"POINT (118.12696884672 24.537192570557)","Xiamen Gaoqi Int'l","XMN","1159120855"
"POINT (138.086430283619 9.49791733361348)","Yap Int'l","YAP","1159120871"
"POINT (-104.560095200097 19.1480860285854)","Playa de Oro Int'l","ZLO","1159120891"
"POINT (-52.3638068572357 4.82126714308924)","Cayenne – Rochambeau","CAY","1159120909"
"POINT (104.197359284494 52.3616476700131)","Irkutsk N.W.","UIII","1159120927"
"POINT (114.692266598902 38.278140913112)","Shijiazhuang Zhengding Int'l","SJW","1159120939"
"POINT (50.0498394867405 40.462746883908)","Heydar Aliyev Int'l","GYD","1159120951"
"POINT (33.322201334899 35.1063448067362)","Lakatamia Airbase","LAK","1159120967"
"POINT (-42.0792517520184 -22.9256317091328)","Cabo Frio Int'l","CFB","1159120985"
"POINT (25.0455353698315 60.2493778499587)","Helsinki-Malmi","HEM","1159120997"
"POINT (6.21642121728731 49.6343040925102)","Luxembourg-Findel","LUX","1159121013"
"POINT (12.3410673004369 45.5048477588455)","Venice Marco Polo","VCE","1159121029"
"POINT (128.66298866884 38.0587824162585)","Yangyang Int'l","YNY","1159121051"
"POINT (-69.939473933909 -4.25032469493379)","Tabatinga Int'l","TBT","1159121067"
"POINT (-60.6922206338682 2.84119534121157)","Boa Vista Int'l","BVB","1159121075"
"POINT (-15.3899245158461 27.9368899716574)","Gran Canaria","LPA","1159121091"
"POINT (-72.0538569101296 -50.2839008690038)","Com. Armando Tola Int'l","ING","1159121107"
"POINT (16.9216055584254 58.7851041303448)","Stockholm-Skavsta","NYO","1159121125"
"POINT (98.6761925714641 3.56659179990894)","Polonia Int'l","MES","1159121143"
"POINT (18.524123630208 4.39885153695957)","Bangui M'Poko Int'l","BGF","1159121159"
"POINT (120.432097376313 30.2351862790414)","Hangzhou Xiaoshan Int'l","HGH","1159121183"
"POINT (-157.34977789343 1.98616119792402)","Cassidy Int'l","CXI","1159121195"
"POINT (23.3831885738691 55.90376945404)","Šiauliai Int'l","SQQ","1159121207"
"POINT (-169.926129774217 -19.0767129354511)","Niue Int'l","IUE","1159121227"
"POINT (-54.8393995296062 -25.4568570715812)","Guaraní Int'l","AGT","1159121237"
"POINT (-71.5679335385285 -16.344552065352)","Rodríguez Ballón Int'l","AQP","1159121253"
"POINT (132.139841720715 43.3776492533885)","Vladivostok Int'l","VVO","1159121269"
"POINT (21.0302690124746 42.5850331153448)","Pristina","PRN","1159121283"
"POINT (4.45092277399909 51.1891285063806)","Deurne","ANR","1159121297"
"POINT (-110.367197859809 24.0760903521803)","Gen. Márquez de León Int'l","LAP","1159121317"
"POINT (126.236983030863 45.6206011723245)","Harbin Taiping","HRB","1159121329"
"POINT (76.9189025612913 8.47650993894514)","Trivandrum Int'l","TRV","1159121343"
"POINT (27.1492975952664 38.2912347645175)","Adnan Menderes","ADB","1159121355"
"POINT (118.866102146906 31.7353249296177)","Nanjing Lukou Int'l","NKG","1159121375"
"POINT (-78.7039343114497 26.548246747189)","Freeport Int'l","FPO","1159121395"
"POINT (13.1442589810713 32.6691695504993)","Tripoli Int'l","TIP","1159121401"
"POINT (-54.5755719093578 48.9465980060736)","Gander Int'l","YQX","1159121427"
"POINT (51.5585487876547 25.2682461310506)","Doha Int'l","DOH","1159121441"
"POINT (-106.6166851616 35.0491578018276)","Albuquerque Int'l","ABQ","1159121449"
"POINT (-61.7923676698358 17.1403599371617)","V.C. Bird Int'l","ANU","1159121465"
"POINT (-171.99732221834 -13.8325013323956)","Faleolo","APW","1159121481"
"POINT (31.0162490438011 27.0508158406978)","Asyut","ATZ","1159121497"
"POINT (50.6260028757534 26.2696971499497)","Bahrain Int'l","BAH","1159121515"
"POINT (-72.685394743339 41.9303160058352)","Bradley Int'l","BDL","1159121531"
"POINT (-59.4874188953158 13.079661104553)","Grantley Adams Int'l","BGI","1159121545"
"POINT (-16.6523132698075 13.3438604788942)","Yundum Int'l","BJL","1159121561"
"POINT (29.3209840169939 -3.32204434913113)","Bujumbura Int'l","BJM","1159121577"
"POINT (34.9719441837933 -15.6813844793272)","Chileka Int'l","BLZ","1159121581"
"POINT (122.233850515022 -17.952576129268)","Broome Int'l","BME","1159121597"
"POINT (56.368886456411 27.2103258455145)","Bandar Abbass Int'l","BND","1159121625"
"POINT (47.6683766633518 30.552799016106)","Basrah Int'l","BSR","1159121643"
"POINT (-106.435846631055 31.6357566201951)","Ciudad Juarez Int'l","CJS","1159121657"
"POINT (79.8852573421506 7.17807710544221)","Katunayake Int'l","CMB","1159121665"
"POINT (145.7535848444 -16.8767421554062)","Cairns Int'l","CNS","1159121685"
"POINT (98.9681181241593 18.7688473919675)","Chiang Mai Int'l","CNX","1159121695"
"POINT (-104.700880274111 38.7974248779125)","City of Colorado Springs","COS","1159121711"
"POINT (-90.5036283734038 19.8142247992074)","Ign. Alberto Ongay Int'l","CPE","1159121725"
"POINT (113.214054203252 28.1899218619451)","Changsha Huanghua Int'l","CSX","1159121747"
"POINT (-84.6561699153392 39.055418904783)","Greater Cincinnati Int'l","CVG","1159121765"
"POINT (108.202706257936 16.053144145167)","Da Nang","DAD","1159121783"
"POINT (-96.84986377098 32.8444253732738)","Dallas Love Field","DAL","1159121793"
"POINT (36.5128954718126 33.4114366702732)","Damascus Int'l","DAM","1159121825"
"POINT (-82.4317583369387 8.39126106116917)","Enrique Malek Int'l","DAV","1159121841"
"POINT (41.857756722253 9.61267784753569)","Aba Tenna D. Yilma Int'l","DIR","1159121857"
"POINT (115.162322961107 -8.74475731595652)","Bali Int'l","DPS","1159121877"
"POINT (-93.6484612563736 41.5327904242113)","Des Moines Int'l","DSM","1159121895"
"POINT (32.4427573135214 0.044940949388672)","Entebbe Int'l","EBB","1159121903"
"POINT (25.3302714896212 0.492225136917501)","Kisangani Bangoka Int'l","FKI","1159121921"
"POINT (119.668043820999 25.9318233148143)","Fuzhou Changle Int'l","FOC","1159121937"
"POINT (91.588229058187 26.1052475924255)","Lokpriya G. Bordoloi Int'l","GAU","1159121953"
"POINT (18.4684422165911 54.3807025352925)","Gdansk Lech Walesa","GDN","1159121969"
"POINT (-61.7858529909285 12.0072683054283)","Point Salines Int'l","GND","1159121987"
"POINT (43.7896337062935 56.2185525910656)","Nizhny Novgorod Int'l","GOJ","1159122005"
"POINT (-110.921651270402 27.9694553962829)","Gen. José M. Yáñez Int'l","GYM","1159122023"
"POINT (111.814681821626 40.8540600906552)","Hohhot Baita Int'l","HET","1159122037"
"POINT (-111.989896896008 46.6102043529)","Helena Reg.","HLN","1159122049"
"POINT (-111.051901711819 29.0900772523445)","Gen. Ignacio P. Garcia Int'l","HMO","1159122065"
"POINT (-77.4477925769206 38.952774037953)","Dulles Int'l","IAD","1159122081"
"POINT (-155.039629733435 19.7147976868663)","Hilo Int'l","ITO","1159122097"
"POINT (-90.0750986276924 32.3100600273635)","Jackson Int'l","JAN","1159122113"
"POINT (-81.6835767278311 30.491352730948)","Jacksonville Int'l","JAX","1159122129"
"POINT (110.341837054315 1.4872079377901)","Kuching Int'l","KCH","1159122145"
"POINT (30.1348768187856 -1.96365443664138)","Kigali Int'l","KGL","1159122161"
"POINT (19.8009772844504 50.0722630648331)","Kraków-Balice","KRK","1159122175"
"POINT (50.1472655210191 53.5083848190935)","Kurumoch","KUF","1159122191"
"POINT (110.04689349777 25.2176055252293)","Guilin Liangjiang Int'l","KWL","1159122207"
"POINT (120.533876196127 18.1824180866379)","Laoag Int'l","LAO","1159122223"
"POINT (-73.8719858204814 40.7745539398858)","LaGuardia","LGA","1159122233"
"POINT (-0.162961639139456 51.1557567519275)","London Gatwick","LGW","1159122245"
"POINT (14.4548126283266 46.2305445554486)","Ljubljana","LJU","1159122261"
"POINT (80.8841719732472 26.7639328700916)","Amausi Int'l","LKO","1159122291"
"POINT (-57.895382063651 -34.9655441559234)","La Plata","LPG","1159122295"
"POINT (-97.5308217121187 25.7708412640619)","Gen. Sevando Canales","MAM","1159122307"
"POINT (-2.27337159069427 53.3624896066518)","Manchester Int'l","MAN","1159122331"
"POINT (-94.7159148579154 39.2978958263659)","Kansas City Int'l","MCI","1159122347"
"POINT (58.2904804753493 23.5885704175856)","Seeb Int'l","MCT","1159122367"
"POINT (10.753368185054 35.760710442178)","Habib Bourguiba Int'l","MIR","1159122379"
"POINT (5.22137917720337 43.4410600016468)","Marseille Provence Airport","MRS","1159122391"
"POINT (-99.5680081930063 27.4496896508316)","Quetzalcoatl Int'l","NLD","1159122413"
"POINT (108.168012273331 22.6120370541785)","Nanning Wuwu Int'l","NNG","1159122427"
"POINT (-96.7217959384975 17.0005592569745)","Xoxocotlán Int'l","OAX","1159122443"
"POINT (-156.437429581353 20.8932885151112)","Kahului","OGG","1159122457"
"POINT (-97.5961177542092 35.3952774911744)","Will Rogers","OKC","1159122523"
"POINT (-76.2044231712327 36.8982394673674)","Norfolk Int'l","ORF","1159122535"
"POINT (-80.0901893383387 26.688441666433)","Palm Beach Int'l","PBI","1159122547"
"POINT (-55.1999113892902 5.45599967797439)","Pengel Int'l","PBM","1159122565"
"POINT (56.0195602820297 57.9197711231691)","Bolshesavino","PEE","1159122579"
"POINT (100.265786380955 5.29265627790489)","Penang Int'l","PEN","1159122593"
"POINT (6.94989742723191 5.00700347673943)","Port Harcourt Int'l","PHC","1159122607"
"POINT (118.631797815615 -20.3781272960723)","Port Hedland Int'l","PHE","1159122623"
"POINT (-100.292641981705 44.3801534668762)","Pierre Regional","PIR","1159122639"
"POINT (-80.2561290571918 40.4960518915285)","Greater Pittsburgh Int'l","PIT","1159122655"
"POINT (-170.713307053734 -14.3290641850306)","Pago Pago Int'l","PPG","1159122671"
"POINT (-1.73373170434452 52.4529085542838)","Birmingham Int'l","BHX","1159122687"
"POINT (-10.3530851867934 6.24183456554525)","Roberts Int'l","ROB","1159122703"
"POINT (81.7403775915201 21.1859868561447)","Raipur","RPR","1159122719"
"POINT (-89.0572035692743 13.4447481228616)","El Salvador Int'l","SAL","1159122733"
"POINT (-117.197511025731 32.7322645570132)","San Diego Int'l","SAN","1159122749"
"POINT (-98.4719699991559 29.5266203391315)","San Antonio Int'l","SAT","1159122765"
"POINT (-81.2099647750913 32.1356415522902)","Savannah Int'l","SAV","1159122799"
"POINT (-75.8398877639791 19.9724288717622)","Antonio Maceo","SCU","1159122811"
"POINT (-100.936477816267 22.2557130495903)","Ponciano Arriaga Int'l","SLP","1159122827"
"POINT (-121.587894877723 38.6927238925554)","Sacramento Int'l","SMF","1159122841"
"POINT (-70.6941783224468 19.4659219152888)","Cibao Int'l","STI","1159122849"
"POINT (60.8058033432174 56.732245612046)","Koltsovo","SVX","1159122855"
"POINT (-76.1130789991049 43.1317844943741)","Syracuse Hancock Int'l","SYR","1159122871"
"POINT (46.244713373574 38.1311107688175)","Tabriz","TBZ","1159122885"
"POINT (-103.398787828579 25.5632164399896)","Torreon Int'l","TRC","1159122893"
"POINT (-95.889882271542 36.190127565195)","Tulsa Int'l","TUL","1159122919"
"POINT (-83.9899378327585 35.8057448027088)","Mcghee Tyson","TYS","1159122935"
"POINT (55.8840773411837 54.5651323578972)","Ufa Int'l","UFA","1159122947"
"POINT (-60.9499737723461 13.7365238050489)","Hewanorra Int'l","UVF","1159122963"
"POINT (17.4632259028133 -22.4869531202041)","Windhoek Hosea Kutako Int'l","WDH","1159122979"
"POINT (-84.5006089999717 46.4854175101926)","Sault Ste Marie","YAM","1159122997"
"POINT (-120.185595619101 55.7394117074557)","Dawson Cr.","YDQ","1159123009"
"POINT (-113.584492564406 53.3072001619183)","Edmonton Int'l","YEG","1159123027"
"POINT (-63.5149652501673 44.886545450101)","Halifax Int'l","YHZ","1159123039"
"POINT (-120.441734763962 50.7051955184591)","Kamloops","YKA","1159123055"
"POINT (-80.7957747817105 46.6227508204893)","Sudbury","YSB","1159123071"
"POINT (-65.8905573681168 45.3292305955017)","Saint John","YSJ","1159123087"
"POINT (-122.674014743986 53.8842485751138)","Prince George","YXS","1159123103"
"POINT (-123.430624539528 48.640529482179)","Victoria Int'l","YYJ","1159123119"
"POINT (122.062432321637 6.9197577480583)","Zamboanga Int'l","ZAM","1159123129"
"POINT (103.615415363043 36.5078842461237)","Lanzhou Zhongchuan","ZGC","1159123147"
"POINT (-73.8093518843173 42.7456619801729)","Albany Int'l","ALB","1159123169"
"POINT (-87.9021056250744 42.9479198729586)","General Mitchell Int'l","MKE","1159123177"
"POINT (114.24694737615 30.6017141196702)","Wang-Chia Tun Airbase","ZHHH","1159123197"
"POINT (109.40823949108 18.3090959908593)","Sanya Phoenix Int'l","SYX","1159123211"
"POINT (90.9005610194027 29.2936936123184)","Lhasa Gonggar","LXA","1159123223"
"POINT (79.8723005212191 37.0400363509765)","Hotan","HTN","1159123235"
"POINT (13.7649671440047 51.1250912428871)","Dresden","DRS","1159123251"
"POINT (-6.597753628116 34.2986673638223)","Kenitra Air Base","NNA","1159123267"
"POINT (6.26491085364159 46.1957283286261)","Annemasse","QNJ","1159123277"
"POINT (-110.972721301675 31.2255371741159)","Nogales Int'l","NOG","1159123287"
"POINT (7.62784196688924 48.5446961721759)","Strasbourg","SXB","1159123303"
"POINT (7.12235975524539 50.8782596629471)","Cologne/Bonn","CGN","1159123317"
"POINT (128.948801379039 35.1702840636829)","Kimhae Int'l","PUS","1159123337"
"POINT (126.491629401972 33.5247173150399)","Jeju Int'l","CJU","1159123353"
"POINT (5.6298103297218 58.8821564842185)","Stavanger Sola","SVG","1159123367"
"POINT (10.9168095241445 63.472029381717)","Trondheim Vaernes","TRD","1159123387"
"POINT (-57.6636078925543 -19.0141662885534)","Corumbá Int'l","CMG","1159123405"
"POINT (-16.7756374531213 32.6933642847489)","Madeira","FNC","1159123417"
"POINT (-54.4885922735633 -25.5976832162102)","Foz do Iguaçu Int'l","IGU","1159123433"
"POINT (-63.8984625004213 -8.71442482859288)","Gov. Jorge Teixeira de Oliveira Int'l","PVH","1159123449"
"POINT (-2.90609011679805 43.3050829811195)","Bilbao","BIO","1159123469"
"POINT (2.72997660200647 39.5657758586254)","Palma de Mallorca","PMI","1159123487"
"POINT (-16.3463175679264 28.4875770267731)","Tenerife N.","TFN","1159123501"
"POINT (12.2938269092573 57.6857493534879)","Gothenburg","GOT","1159123513"
"POINT (22.1230271243945 65.5490362477616)","Lulea","LLA","1159123529"
"POINT (54.6463293225558 24.4272271529764)","Abu Dhabi Int'l","AUH","1159123541"
"POINT (6.62194665181219 36.2834409441601)","Mohamed Boudiaf Int'l","CZL","1159123557"
"POINT (32.8244372462973 23.9682765441778)","Aswan Int'l","ASW","1159123573"
"POINT (25.8294409760452 66.5595564168509)","Rovaniemi","RVN","1159123589"
"POINT (-58.2541191925889 6.49855290813572)","Cheddi Jagan Int'l","GEO","1159123603"
"POINT (76.3905198502024 10.1551187628118)","Cochin Int'l","COK","1159123615"
"POINT (35.2236930658301 0.40507147546036)","Eldoret Int'l","EDL","1159123629"
"POINT (126.450875980796 37.4492088624346)","Incheon Int'l","ICN","1159123643"
"POINT (-107.469863792896 24.7668040390461)","Federal de Bachigualato Int'l","CUL","1159123657"
"POINT (73.1007936471882 33.6074457507526)","Benazir Bhutto Int'l","ISB","1159123669"
"POINT (4.48464032408272 50.8972949641511)","Brussels","BRU","1159123683"
"POINT (7.27025993974356 9.00437659781094)","Abuja Int'l","ABV","1159123699"
"POINT (-124.107065520139 40.9719245381314)","Arcata-Eureka","ACV","1159123711"
"POINT (-97.6668367646054 30.2021081920749)","Austin-Bergstrom Int'l","AUS","1159123731"
"POINT (30.8025526439415 36.9153233051868)","Antalya","AYT","1159123747"
"POINT (-6.21616943734958 54.6615575470103)","Belfast Int'l","BFS","1159123759"
"POINT (9.6989176939974 45.6654980560695)","Orio Al Serio","BGY","1159123777"
"POINT (116.051087873369 5.92289445474807)","Kota Kinabalu Int'l","BKI","1159123793"
"POINT (77.7095579889575 13.2006108069609)","Bengaluru Int'l","BLR","1159123807"
"POINT (149.190760539671 -35.3071855902909)","Canberra Int'l","CBR","1159123827"
"POINT (-82.8840306426634 39.9981181922432)","Port Columbus Int'l","CMH","1159123845"
"POINT (-7.5814559902572 33.3747274815396)","Mohamed V Int'l","CMN","1159123861"
"POINT (6.76494446612174 51.2781820420774)","Düsseldorf Int'l","DUS","1159123877"
"POINT (32.9930100772014 40.1151278273234)","Esenboğa Int'l","ESB","1159123885"
"POINT (175.336221432708 -37.8658411484827)","Hamilton Int'l","HLZ","1159123897"
"POINT (78.42953613452 17.2359831507471)","Rajiv Gandhi Int'l","HYD","1159123911"
"POINT (-73.7863268609295 40.6459595584081)","John F Kennedy Int'l","JFK","1159123927"
"POINT (30.8951621615528 50.340902338877)","Boryspil Int'l","KBP","1159123937"
"POINT (32.550153296633 15.5922226530858)","Khartoum","KRT","1159123949"
"POINT (-89.3457847894487 43.1363082385868)","Dane Cty. Reg. (Truax Field)","MSN","1159123961"
"POINT (28.0341933346378 53.8893792398005)","Minsk Int'l","MSQ","1159123971"
"POINT (13.1055309888638 38.1863351084895)","Palermo","PMO","1159123985"
"POINT (-71.4357841445789 41.7260019847189)","T.F. Green","PVD","1159123997"
"POINT (-81.7551231409306 26.5279288067651)","Southwest Florida Int'l","RSW","1159124011"
"POINT (123.487974430338 41.6347891339582)","Shenyang Taoxian Int'l","SHE","1159124023"
"POINT (55.5205071948853 25.3211964019068)","Sharjah Int'l","SHJ","1159124037"
"POINT (-121.929428983532 37.3694905908965)","San Jose Int'l","SJC","1159124047"
"POINT (-117.861489220393 33.6794857329549)","John Wayne","SNA","1159124063"
"POINT (9.19395108945536 48.6901051358913)","Stuttgart","STR","1159124071"
"POINT (-84.1386091971594 9.95827851919623)","Nacional Tobías Bolaños","SYQ","1159124093"
"POINT (113.815852751085 22.6465077147868)","Shenzhen Bao'an Int'l","SZX","1159124107"
"POINT (-85.7417027597367 38.1860207152699)","Louisville Int'l","SDF","1159124125"
"POINT (6.10794577423603 46.231009510158)","Geneva","GVA","1159124135"
"POINT (5.07594431813459 45.7210186834669)","Lyon-Saint Exupery","LYS","1159124145"
"POINT (135.244459772476 34.4347941629269)","Kansai Int'l","KIX","1159124163"
"POINT (-9.13069440931071 38.7707623427514)","Lisbon Portela","LIS","1159124181"
"POINT (-43.9635815209949 -19.6327821218747)","Tancredo Neves Int'l","CNF","1159124197"
"POINT (17.9456175406145 59.3555902065112)","Bromma","BMA","1159124213"
"POINT (112.777034594933 -7.383578985276)","Juanda Int'l","SUB","1159124227"
"POINT (-57.5816150932392 -37.9332161204482)","Astor Piazzolla Int'l","MDQ","1159124243"
"POINT (-81.3576706162289 19.2959107437122)","Owen Roberts Int'l","GCM","1159124261"
"POINT (113.841831302845 34.5263027198957)","Zhengzhou Xinzheng Int'l","CGO","1159124277"
"POINT (121.538913780101 38.9615702300222)","Dalian Zhoushuizi Int'l","DLC","1159124289"
"POINT (25.1740558243272 35.3369024101045)","Heraklion Int'l","HER","1159124303"
"POINT (44.9646146141664 41.6694420187261)","Tbilisi Int'l","TBS","1159124315"
"POINT (-9.35458240263928 38.7235353208323)","Cascais","XXC","1159124329"
"POINT (120.345156342151 22.5717061054422)","Kaohsiung Int'l","KHH","1159124343"
"POINT (5.20022616032651 12.9174824166181)","Sadiq Abubakar III","SKO","1159124357"
"POINT (-78.4899925545701 -0.145552408466882)","Mariscal Sucre Int'l","UIO","1159124369"
"POINT (67.1521283592947 24.8985243689595)","Karachi Civil","KHI","1159124383"
"POINT (28.9360487562255 46.9341619900391)","Kishinev S.E.","KIV","1159124397"
"POINT (-77.1075656931342 -12.0237161502221)","Jorge Chávez","LIM","1159124405"
"POINT (-89.3121421238136 48.3718811492508)","Thunder Bay Int'l","YQT","1159124423"
"POINT (25.2807164497285 54.6430549307542)","Vilnius","VNO","1159124435"
"POINT (108.755811342151 34.4429391054422)","Hsien Yang","XIY","1159124447"
"POINT (-100.238394186577 25.859873767729)","Del Norte Int'l","NTR","1159124461"
"POINT (-175.135635 -21.24861)","Fua'amotu Int'l","TBU","1159124471"
"POINT (51.8763916812681 32.7460805344321)","Esfahan Int'l","IFN","1159124485"
"POINT (31.1014 -17.9228)","Harare Int'l","HRE","1159124495"
"POINT (47.9714825593316 29.2396800581583)","Kuwait Int'l","KWI","1159124511"
"POINT (-75.6648933870205 45.3201348196531)","Macdonald-Cartier Int'l","YOW","1159124527"
"POINT (69.2100736270874 34.5633978864149)","Kabul Int'l","KBL","1159124533"
"POINT (-3.93221929167636 5.2543984451492)","Abidjan Port Bouet","ABJ","1159124545"
"POINT (-99.7545085619681 16.76196735278)","General Juan N Alvarez Int'l","ACA","1159124559"
"POINT (-0.171402855660817 5.60698152381193)","Kotoka Int'l","ACC","1159124577"
"POINT (38.7931904366343 8.98173027581099)","Bole Int'l","ADD","1159124593"
"POINT (45.030602 12.8278)","Aden Int'l","ADE","1159124609"
"POINT (138.532101457699 -34.9405860275154)","Adelaide Int'l","ADL","1159124621"
"POINT (77.0120458771175 43.3464943144793)","Almaty Int'l","ALA","1159124639"
"POINT (3.21207353516506 36.6997206663535)","Houari Boumediene","ALG","1159124651"
"POINT (37.2273414057828 36.1846237314314)","Aleppo Int'l","ALP","1159124663"
"POINT (72.6209000884332 23.0707454635881)","Sardar Vallabhbhai Patel Int'l","AMD","1159124675"
"POINT (-70.4409908509407 -23.4489545248317)","Cerro Moreno Int'l","ANF","1159124691"
"POINT (58.3639659208246 37.984853438957)","Ashkhabad Northwest","ASB","1159124703"
"POINT (38.9063540136321 15.2936159696499)","Yohannes Iv Int'l","ASM","1159124717"
"POINT (-57.5139078247136 -25.2416592533816)","Silvio Pettirossi Int'l","ASU","1159124737"
"POINT (-64.7027740686514 32.3591739601581)","Bermuda Int'l","BDA","1159124747"
"POINT (20.2912845946621 44.8190766654433)","Surcin","BEG","1159124759"
"POINT (35.4930853618161 33.8254400618668)","Beirut Int'l","BEY","1159124775"
"POINT (77.3408714713579 23.2855684869809)","Bairagarh","BHO","1159124789"
"POINT (-7.94727226970801 12.5393363425867)","Bamako Sénou","BKO","1159124801"
"POINT (-86.6692867356375 36.1314876361697)","Nashville Int'l","BNA","1159124815"
"POINT (153.120256418844 -27.3853965939099)","Brisbane Int'l","BNE","1159124827"
"POINT (-116.221841070549 43.5689592234704)","Boise Air Terminal","BOI","1159124845"
"POINT (-156.771835 71.289299)","Wiley Post Will Rogers Mem.","BRW","1159124857"
"POINT (-78.7319965523308 42.9340337493526)","Greater Buffalo Int'l","BUF","1159124867"
"POINT (28.622552042904 -20.0155684094908)","Bulawayo","BUQ","1159124879"
"POINT (114.933119029209 4.94547528227685)","Brunei Int'l","BWN","1159124891"
"POINT (113.297516552171 23.3891511573243)","Guangzhou Baiyun Int'l","CAN","1159124905"
"POINT (-73.0621061746214 -36.7763727437881)","Carriel Sur Int'l","CCP","1159124919"
"POINT (88.4400010130197 22.6453893785064)","Netaji Subhash Chandra Bose Int'l","CCU","1159124929"
"POINT (91.8147107162383 22.2455658585738)","Chittagong","CGP","1159124941"
"POINT (172.538675565223 -43.4885486784104)","Christchurch Int'l","CHC","1159124957"
